customer_id,date_id,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed
130497,201804,1,2000,3000.0,0,0
130497,201803,0,0,0.0,0,0
130497,201805,0,0,0.0,0,0
130497,201806,0,0,0.0,0,0
132563,201802,0,0,0.0,0,0
132563,201803,0,0,0.0,0,0
132563,201804,0,0,0.0,0,0
132563,201805,0,0,0.0,0,0
132563,201806,0,0,0.0,0,0
132563,201807,0,0,0.0,0,0
132563,201808,0,0,0.0,0,0
132563,201809,0,0,0.0,0,0
132563,201810,0,0,0.0,0,0
132563,201811,0,0,0.0,0,0
132563,201812,0,0,0.0,0,0
133128,201807,16,15408,23112.0,0,0
133128,201806,8,17752,26628.0,0,0
133128,201808,8,17160,25740.0,0,0
133128,201809,6,10212,15318.0,0,0
133128,201811,6,13452,20178.0,0,0
133128,201812,6,4188,6282.0,0,0
133128,201803,3,5721,8581.5,372,67
133128,201802,0,0,0.0,0,0
133128,201804,0,0,0.0,0,0
133128,201805,0,0,0.0,0,0
133128,201810,0,0,0.0,0,0
133324,201807,24,55512,83268.0,0,0
133324,201805,16,24256,36384.0,0,0
133324,201812,15,27225,40837.5,0,0
133324,201806,12,6540,9810.0,0,0
133324,201808,8,9512,14268.0,0,0
133324,201809,8,13648,20472.0,0,0
133324,201803,4,5700,8550.0,0,0
133324,201804,4,9504,14256.0,400,72
133324,201810,2,3980,5970.0,492,89
133324,201802,0,0,0.0,0,0
133324,201811,0,0,0.0,0,0
133956,201805,16,15712,23568.0,0,0
133956,201807,16,16448,24672.0,0,0
133956,201806,12,14748,22122.0,0,0
133956,201812,9,19431,29146.5,0,0
133956,201810,8,17088,25632.0,0,0
133956,201803,3,6048,9072.0,0,0
133956,201802,2,3714,5571.0,0,0
133956,201804,0,0,0.0,0,0
133956,201808,0,0,0.0,0,0
133956,201809,0,0,0.0,0,0
133956,201811,0,0,0.0,0,0
134717,201808,8,16264,24396.0,705,127
134717,201811,6,8724,13086.0,0,0
134717,201805,4,5648,8472.0,0,0
134717,201807,4,4012,6018.0,0,0
134717,201804,1,1236,1854.0,0,0
134717,201802,0,0,0.0,0,0
134717,201803,0,0,0.0,0,0
134717,201806,0,0,0.0,0,0
134717,201809,0,0,0.0,0,0
134717,201810,0,0,0.0,0,0
134717,201812,0,0,0.0,0,0
135134,201807,20,11220,16830.0,860,155
135134,201809,10,5980,8970.0,0,0
135134,201808,8,14080,21120.0,0,0
135134,201804,4,4876,7314.0,0,0
135134,201805,4,3252,4878.0,0,0
135134,201806,4,2700,4050.0,0,0
135134,201811,4,8240,12360.0,0,0
135134,201803,2,1934,2901.0,0,0
135134,201802,0,0,0.0,0,0
135134,201810,0,0,0.0,0,0
135134,201812,0,0,0.0,0,0
135257,201812,9,15561,23341.5,0,0
135257,201805,8,19016,28524.0,0,0
135257,201804,4,9868,14802.0,0,0
135257,201806,4,2352,3528.0,0,0
135257,201808,4,6900,10350.0,0,0
135257,201811,4,5608,8412.0,0,0
135257,201802,0,0,0.0,0,0
135257,201803,0,0,0.0,0,0
135257,201807,0,0,0.0,0,0
135257,201809,0,0,0.0,0,0
135257,201810,0,0,0.0,0,0
136473,201807,16,37328,55992.0,0,0
136473,201808,16,11808,17712.0,0,0
136473,201809,6,13020,19530.0,0,0
136473,201811,6,5532,8298.0,556,100
136473,201802,3,2358,3537.0,0,0
136473,201803,1,553,829.5,0,0
136473,201804,0,0,0.0,0,0
136473,201805,0,0,0.0,0,0
136473,201806,0,0,0.0,0,0
136473,201810,0,0,0.0,0,0
136473,201812,0,0,0.0,0,0
137161,201807,24,31824,47736.0,0,0
137161,201806,8,15624,23436.0,0,0
137161,201809,8,18224,27336.0,0,0
137161,201811,6,5160,7740.0,0,0
137161,201812,6,10632,15948.0,0,0
137161,201810,4,3040,4560.0,0,0
137161,201802,2,1482,2223.0,0,0
137161,201803,0,0,0.0,0,0
137161,201804,0,0,0.0,0,0
137161,201805,0,0,0.0,0,0
137161,201808,0,0,0.0,0,0
137852,201805,12,7380,11070.0,0,0
137852,201806,12,15528,23292.0,0,0
137852,201808,12,18756,28134.0,0,0
137852,201807,4,3700,5550.0,0,0
137852,201810,4,2948,4422.0,0,0
137852,201804,3,2643,3964.5,485,87
137852,201812,3,6528,9792.0,0,0
137852,201811,2,2066,3099.0,0,0
137852,201802,0,0,0.0,0,0
137852,201803,0,0,0.0,0,0
137852,201809,0,0,0.0,0,0
139023,201808,16,13264,19896.0,0,0
139023,201805,12,7884,11826.0,0,0
139023,201810,8,18592,27888.0,419,75
139023,201809,8,16312,24468.0,0,0
139023,201806,4,4256,6384.0,0,0
139023,201811,4,6168,9252.0,0,0
139023,201804,2,4094,6141.0,0,0
139023,201802,0,0,0.0,0,0
139023,201803,0,0,0.0,0,0
139023,201807,0,0,0.0,0,0
139023,201812,0,0,0.0,0,0
140077,201806,24,55776,83664.0,0,0
140077,201807,12,23772,35658.0,0,0
140077,201808,12,8172,12258.0,0,0
140077,201811,6,3408,5112.0,0,0
140077,201812,6,6240,9360.0,0,0
140077,201805,4,4700,7050.0,0,0
140077,201804,1,1548,2322.0,0,0
140077,201810,0,0,0.0,468,84
140077,201802,0,0,0.0,0,0
140077,201803,0,0,0.0,0,0
140077,201809,0,0,0.0,0,0
141497,201807,12,19848,29772.0,0,0
141497,201804,4,8756,13134.0,0,0
141497,201806,4,4804,7206.0,0,0
141497,201809,2,4368,6552.0,0,0
141497,201802,0,0,0.0,0,0
141497,201803,0,0,0.0,0,0
141497,201805,0,0,0.0,0,0
141497,201808,0,0,0.0,0,0
141497,201810,0,0,0.0,0,0
141497,201811,0,0,0.0,0,0
141497,201812,0,0,0.0,0,0
142290,201806,24,25752,38628.0,0,0
142290,201807,12,9336,14004.0,0,0
142290,201812,9,16803,25204.5,0,0
142290,201803,4,9368,14052.0,0,0
142290,201809,4,6168,9252.0,0,0
142290,201802,2,2896,4344.0,0,0
142290,201804,0,0,0.0,0,0
142290,201805,0,0,0.0,0,0
142290,201808,0,0,0.0,0,0
142290,201810,0,0,0.0,0,0
142290,201811,0,0,0.0,0,0
142609,201806,16,33120,49680.0,0,0
142609,201807,8,14264,21396.0,0,0
142609,201808,8,5064,7596.0,0,0
142609,201810,8,6720,10080.0,0,0
142609,201809,4,6312,9468.0,0,0
142609,201802,0,0,0.0,0,0
142609,201803,0,0,0.0,0,0
142609,201804,0,0,0.0,0,0
142609,201805,0,0,0.0,0,0
142609,201811,0,0,0.0,0,0
142609,201812,0,0,0.0,0,0
142621,201807,24,22296,33444.0,825,149
142621,201812,9,10998,16497.0,0,0
142621,201809,8,8680,13020.0,354,64
142621,201803,4,9928,14892.0,0,0
142621,201811,4,6564,9846.0,0,0
142621,201804,1,865,1297.5,0,0
142621,201802,1,850,1275.0,0,0
142621,201805,0,0,0.0,0,0
142621,201806,0,0,0.0,0,0
142621,201808,0,0,0.0,0,0
142621,201810,0,0,0.0,0,0
142726,201806,20,44820,67230.0,0,0
142726,201807,16,25008,37512.0,0,0
142726,201805,8,19504,29256.0,0,0
142726,201810,6,9876,14814.0,0,0
142726,201808,4,7876,11814.0,0,0
142726,201811,2,2180,3270.0,346,62
142726,201802,0,0,0.0,0,0
142726,201803,0,0,0.0,0,0
142726,201804,0,0,0.0,0,0
142726,201809,0,0,0.0,0,0
142726,201812,0,0,0.0,0,0
145449,201810,6,9312,13968.0,0,0
145449,201809,4,7612,11418.0,0,0
145449,201802,0,0,0.0,0,0
145449,201803,0,0,0.0,0,0
145449,201804,0,0,0.0,0,0
145449,201805,0,0,0.0,0,0
145449,201806,0,0,0.0,0,0
145449,201807,0,0,0.0,0,0
145449,201808,0,0,0.0,0,0
145449,201811,0,0,0.0,0,0
145449,201812,0,0,0.0,0,0
146090,201805,4,2448,3672.0,434,78
146090,201809,4,2972,4458.0,0,0
146090,201802,0,0,0.0,0,0
146090,201803,0,0,0.0,0,0
146090,201804,0,0,0.0,0,0
146090,201806,0,0,0.0,0,0
146090,201807,0,0,0.0,0,0
146090,201808,0,0,0.0,0,0
146090,201810,0,0,0.0,0,0
146090,201811,0,0,0.0,0,0
146090,201812,0,0,0.0,0,0
146099,201806,24,16800,25200.0,0,0
146099,201808,16,25440,38160.0,0,0
146099,201812,15,16575,24862.5,0,0
146099,201805,8,19920,29880.0,0,0
146099,201811,6,11502,17253.0,0,0
146099,201807,4,2984,4476.0,0,0
146099,201809,2,1546,2319.0,0,0
146099,201802,0,0,0.0,0,0
146099,201804,0,0,0.0,0,0
146099,201803,0,0,0.0,0,0
146099,201810,0,0,0.0,502,90
146702,201812,12,23868,35802.0,0,0
146702,201806,8,17456,26184.0,0,0
146702,201808,8,14736,22104.0,577,104
146702,201811,4,6964,10446.0,0,0
146702,201804,3,4041,6061.5,0,0
146702,201802,0,0,0.0,0,0
146702,201803,0,0,0.0,0,0
146702,201805,0,0,0.0,0,0
146702,201807,0,0,0.0,0,0
146702,201809,0,0,0.0,0,0
146702,201810,0,0,0.0,0,0
148208,201808,12,16968,25452.0,0,0
148208,201812,12,16452,24678.0,0,0
148208,201805,4,7048,10572.0,0,0
148208,201803,1,2312,3468.0,0,0
148208,201802,1,1164,1746.0,0,0
148208,201804,1,1924,2886.0,0,0
148208,201810,0,0,0.0,359,65
148208,201806,0,0,0.0,0,0
148208,201807,0,0,0.0,0,0
148208,201809,0,0,0.0,0,0
148208,201811,0,0,0.0,0,0
148289,201808,12,8364,12546.0,0,0
148289,201812,6,8268,12402.0,0,0
148289,201806,4,4672,7008.0,560,101
148289,201803,2,2710,4065.0,0,0
148289,201804,1,1523,2284.5,0,0
148289,201802,0,0,0.0,0,0
148289,201805,0,0,0.0,0,0
148289,201807,0,0,0.0,0,0
148289,201809,0,0,0.0,0,0
148289,201810,0,0,0.0,0,0
148289,201811,0,0,0.0,0,0
148570,201806,16,12912,19368.0,0,0
148570,201807,8,11864,17796.0,0,0
148570,201803,5,4465,6697.5,0,0
148570,201805,4,5344,8016.0,0,0
148570,201802,2,1348,2022.0,0,0
148570,201804,1,1638,2457.0,0,0
148570,201808,0,0,0.0,0,0
148570,201809,0,0,0.0,0,0
148570,201810,0,0,0.0,0,0
148570,201811,0,0,0.0,0,0
148570,201812,0,0,0.0,0,0
148749,201812,12,19056,28584.0,0,0
148749,201811,4,6400,9600.0,0,0
148749,201810,2,2716,4074.0,0,0
148749,201804,1,2202,3303.0,0,0
148749,201802,0,0,0.0,0,0
148749,201803,0,0,0.0,0,0
148749,201805,0,0,0.0,0,0
148749,201806,0,0,0.0,0,0
148749,201807,0,0,0.0,0,0
148749,201808,0,0,0.0,0,0
148749,201809,0,0,0.0,0,0
148982,201808,12,18372,27558.0,0,0
148982,201806,8,14768,22152.0,0,0
148982,201810,8,18984,28476.0,0,0
148982,201802,0,0,0.0,0,0
148982,201803,0,0,0.0,0,0
148982,201804,0,0,0.0,0,0
148982,201805,0,0,0.0,0,0
148982,201807,0,0,0.0,0,0
148982,201809,0,0,0.0,0,0
148982,201811,0,0,0.0,0,0
148982,201812,0,0,0.0,0,0
149318,201806,16,31440,47160.0,0,0
149318,201807,16,9824,14736.0,730,131
149318,201808,16,27824,41736.0,0,0
149318,201812,9,21744,32616.0,0,0
149318,201805,8,17640,26460.0,0,0
149318,201804,3,7221,10831.5,0,0
149318,201803,2,2070,3105.0,433,78
149318,201811,2,2074,3111.0,357,64
149318,201802,0,0,0.0,0,0
149318,201809,0,0,0.0,0,0
149318,201810,0,0,0.0,0,0
149549,201806,16,36320,54480.0,0,0
149549,201805,8,13408,20112.0,0,0
149549,201807,8,7056,10584.0,0,0
149549,201809,6,12504,18756.0,0,0
149549,201810,4,8704,13056.0,612,110
149549,201804,2,4058,6087.0,548,99
149549,201803,1,886,1329.0,0,0
149549,201802,0,0,0.0,0,0
149549,201808,0,0,0.0,0,0
149549,201811,0,0,0.0,0,0
149549,201812,0,0,0.0,0,0
150383,201808,20,13660,20490.0,0,0
150383,201807,12,8244,12366.0,0,0
150383,201811,8,16704,25056.0,0,0
150383,201809,6,8982,13473.0,489,88
150383,201802,0,0,0.0,0,0
150383,201803,0,0,0.0,0,0
150383,201804,0,0,0.0,0,0
150383,201805,0,0,0.0,0,0
150383,201806,0,0,0.0,0,0
150383,201810,0,0,0.0,0,0
150383,201812,0,0,0.0,0,0
151030,201806,12,16020,24030.0,0,0
151030,201807,8,14832,22248.0,0,0
151030,201803,4,8524,12786.0,0,0
151030,201805,4,6996,10494.0,0,0
151030,201808,4,3884,5826.0,0,0
151030,201809,4,3224,4836.0,0,0
151030,201802,2,1234,1851.0,0,0
151030,201811,2,1206,1809.0,0,0
151030,201804,0,0,0.0,0,0
151030,201810,0,0,0.0,0,0
151030,201812,0,0,0.0,0,0
152016,201806,24,17712,26568.0,0,0
152016,201807,24,51696,77544.0,0,0
152016,201805,8,13024,19536.0,0,0
152016,201811,6,10860,16290.0,0,0
152016,201812,6,13056,19584.0,0,0
152016,201803,4,3324,4986.0,0,0
152016,201804,3,5868,8802.0,0,0
152016,201802,0,0,0.0,0,0
152016,201808,0,0,0.0,0,0
152016,201809,0,0,0.0,0,0
152016,201810,0,0,0.0,0,0
152307,201806,16,22992,34488.0,0,0
152307,201812,15,12330,18495.0,0,0
152307,201805,8,16352,24528.0,0,0
152307,201802,0,0,0.0,0,0
152307,201803,0,0,0.0,0,0
152307,201804,0,0,0.0,0,0
152307,201807,0,0,0.0,0,0
152307,201808,0,0,0.0,0,0
152307,201809,0,0,0.0,0,0
152307,201810,0,0,0.0,0,0
152307,201811,0,0,0.0,0,0
153582,201806,16,29872,44808.0,0,0
153582,201812,15,25125,37687.5,0,0
153582,201805,8,12720,19080.0,0,0
153582,201808,8,6424,9636.0,0,0
